id,image_id,caption
pub.1138470838,pub.1138470838-fig11,"Maps of the site with the set of in-game locations (left: outdoor, right: indoor)."
pub.1138470838,pub.1138470838-fig12,Scene design and cinema production phase.
pub.1138470838,pub.1138470838-fig16,Hints the player finds in the game on how to activate the elevator �2.�
pub.1139322823,pub.1139322823-fig1,"Leonardo's�Study of various buildings in perspective�under raking light:�comparison between the real drawing (a), the virtual model with a similar raking light source and our material reconstruction rendered with Corona Renderer (b), and the�ISLe�system (c)."
pub.1139322823,pub.1139322823-fig2,The�ISLe�workflow.
pub.1139322823,pub.1139322823-fig3,Extraction of mesoscale details from normal maps.
pub.1139322823,pub.1139322823-fig4,Flattening of the macrostructure.
pub.1139322823,pub.1139322823-fig5,"Comparison between the mesh surface of a 100 � 100mm patch in a 17th century drawing (original size 450 � 300mm) generated with photogrammetry and the mesh surface generated with photometric stereo. The resulting Gauss distribution (left), error map (right): mean 0.0108 mm, std. dev. 0.195 mm, max error 0.51 mm."
pub.1139322823,pub.1139322823-fig6,"Normal map reconstruction of the�Vitruvian Man,�comparison with the same light conditions: use of a normal map from 2D image processing, using a Sobel operator (left); and our result using an improved version of Reference [23] (right)."
pub.1139322823,pub.1139322823-fig7,"RTR paper shader of the�Landscape 1473�drawing with different light positions: zenithal (left), at 45� (center), raking (right). The camera is perpendicular to the drawing."
pub.1139322823,pub.1139322823-fig8,"RTR Paper shader of the�Vitruvian Man, with different light positions: zenithal (left), at 45� (center), raking (right). The camera is tilted at 45� from the horizontal plane."
pub.1139322823,pub.1139322823-fig9,"RTR ink shader of the�Two mortars launching explosives,�with different light positions: zenithal (left), at 45� (center), raking (right). The camera is tilted at 45� from the horizontal plane."
pub.1139322823,pub.1139322823-fig10,"RTR ink shader of the�Landscape 1473�drawing with different light positions: zenithal (left), at 45� (center), raking (right). The camera is perpendicular to the drawing."
pub.1139322823,pub.1139322823-fig11,"A schematic view of our rendering pipeline, with stages referred to the final visualization in�ISLe."
pub.1139322823,pub.1139322823-fig12,Comparison between the virtual rendition of the fortress shaded with the diffuse and normal maps from 4LI-S (left) and the same drawing modeled and shaded according to the�ISLe�workflow (right).
pub.1139322823,pub.1139322823-fig13,"Comparison between the rendering of the�Study of various buildings in perspective, using a physically based render engine with the paper shader set up as in Reference [55] (left) and as in our solution (right). On top, the pixel-by-pixel image difference between the two renderings and the related histogram."
pub.1139322823,pub.1139322823-fig14,ISLe�installation: 55� touchscreen and facsimile copy of the original drawing on the back panel. The screen is showing the first station of the guided tour where the draw is presented at the real scale.
pub.1139322823,pub.1139322823-fig15,"Extract from the outcomes concerning two of the several multiple-choice questions in the questionnaire. Each interviewee was asked to choose only three out of five possible options, sorting them from the most relevant (choice 1, the highest score) to the least one (choice 3, the lowest score). Rankings were then aggregated to get the overall preferred choices, as in the diagrams"
pub.1139322823,pub.1139322823-fig16,"Leonardo's�Study of various buildings in perspective�under raking light:�comparison between the real drawing (a), the model visualized in the�ISLe�application (b), and the glTF model visualized with the babylon.js viewer (c)."
pub.1139322824,pub.1139322824-fig1,"The�Coins�interface by Gortana et�al. [15], visualizing all coins in the collection (representation). Includes examples of�coherence�(a: size of coin piles and margins between coins indicate meaning),�availability�(b: metadata-based organization), and�multiplicity�(c: front/back view of coins)."
pub.1139322824,pub.1139322824-fig2,"The�Curator Table�interface [7], featuring all objects in the collection (representation). Additionally, includes examples of�depth�(a: objects link to more information) and�selection�(b: ability to save objects as favorites using the�heart�icon)."
pub.1139322824,pub.1139322824-fig3,"The�Museum of the World�[27], featuring an interactive timeline meaningfully ordered along an axis of region and time (coherence). Also pictured are examples of�organization�(a: tools for reordering the layout such as time/region and a thematic sidebar) and�depth�(b: objects link to more information)."
pub.1139322824,pub.1139322824-fig4,Rich-prospect browsing cards designed by Morse et�al. [26].
pub.1139322824,pub.1139322824-fig5,AttrakDiff scores based on word pairs across four subscales.
pub.1139322824,pub.1139322824-fig6,�ANOVA results for AttrakDiff hedonic-quality identification (HQI).
pub.1139322824,pub.1139322824-fig7,ANOVA results for AttrakDiff global attractiveness (ATT).
pub.1139322825,pub.1139322825-fig1,CIDOC CRM and extensions. Illustration by George Bruseker.
pub.1139322825,pub.1139322825-fig2,Main classes of the CIDOC CRM. Illustration by Anais Guillem and Brigit Danthine.
pub.1139322825,pub.1139322825-fig3,Organization of the Tell el-Daba excavation in areas (left) and squares (right) with tomb 8 encountered between squares j20 and j21 of area F-I. GIS data by Irene Petschko.
pub.1139322825,pub.1139322825-fig4,"�Resources documenting F-I, j21, tomb 8 and jar 3138."
pub.1139322825,pub.1139322825-fig5,Entities of the documentation process. Illustration by Brigit Danthine and Gerald Hiebel.
pub.1139322825,pub.1139322825-fig6,"CIDOC CRM classes for representation of the documentation process. Illustration by Brigit Danthine, Gerald Hiebel, and Edeltraud Asp�ck."
pub.1139322825,pub.1139322825-fig7,Part of the knowledge graph showing the excavation-area hierarchy related to tomb 8. Illustration by Brigit Danthine and Gerald Hiebel.
pub.1139322825,pub.1139322825-fig8,Field drawings of tomb 8 (planum and section drawings) [35]. Modeling by Stefanie Fragner.
pub.1139322825,pub.1139322825-fig9,3D reconstruction of the excavation situation (left) and the original construction (right) [35]. Modeling by Stefanie Fragner.
pub.1139322825,pub.1139322825-fig10,Interpretation and virtual reconstruction process related to tomb 8 with links to the documentation process. Illustration by Brigit Danthine and Gerald Hiebel.
pub.1139322825,pub.1139322825-fig11,CIDOC CRM classes representing the interpretation process. Illustration by Brigit Danthine and Gerald Hiebel.
pub.1139322826,pub.1139322826-fig1,The physical environment of the�We Dare You�experience including handrail and plank.
pub.1139322826,pub.1139322826-fig2,The virtual environment of theWe Dare You�experience.
pub.1139322826,pub.1139322826-fig5,"Stairs next to the installation, where visitors wait in line and watch the users of the installation."
pub.1139322826,pub.1139322826-fig3,Deductive content analysis on comments in floor staff questionnaire responses that mention the installation (N�= 153).
pub.1139322826,pub.1139322826-fig4,Number of floor staff responses per questionnaire category that mention the installation (N�= 153).
pub.1139322826,pub.1139322826-fig6,COVID-19-related information and sanitizing equipment.
pub.1139322827,pub.1139322827-fig1,"Tags generated for the artwork�Young Ladies of the Village, by Gustave Courbet."
pub.1139322827,pub.1139322827-fig2,Box plot of the tags distribution (logarithm scale).
pub.1139322827,pub.1139322827-fig3,Venn diagram showing the tags in common.
pub.1139322827,pub.1139322827-fig4,Subject tags for the object�Great Indian Fruit Bat.
pub.1139322827,pub.1139322827-fig5,Subject tags for the object�Marble Head of a Ptolemaic Queen.
pub.1139322827,pub.1139322827-fig6,Google Cloud Vision Network.
pub.1139322827,pub.1139322827-fig7,Amazon Rekognition Network.
pub.1139322827,pub.1139322827-fig8,IBM Watson Network.
pub.1139322827,pub.1139322827-fig9,Cluster associated with weapons.
pub.1139322827,pub.1139322827-fig10,Cluster associated with pottery and domestic ware.
