,X,id,title,date,authors,affiliations,doi,journal
1594,1594,llc-1594,Computational analysis of the body in European fairy tales,2012,Scott Weingart; Jeana Jorgensen,"Weingart, Scott:Indiana University, School of Library and Information Science;  Jorgensen, Jeana:Indiana University, Folklore and Ethnomusicology",https://doi.org/10.1093/llc/fqs015,LLC
1595,1595,llc-1595,The diary of a public man: a case study in traditional and non-traditional authorship attribution,2010,David I. Holmes; Daniel W. Crofts,"Holmes, David I.:The College of New Jersey, Ewing, USA;  Crofts, Daniel W.:The College of New Jersey, Ewing, USA",https://doi.org/10.1093/llc/fqq005,LLC
1596,1596,llc-1596,"Tools for Searching, Annotation and Analysis of Speech, Music, Film and Video—A Survey",2007,Alan Marsden; Adrian Mackenzie; Adam Lindsay; Harriet Nock; John Coleman; Greg Kochanski,"Marsden, Alan:Lancaster Institute for the Contemporary Arts and Institute for Cultural Research, Lancaster University;  Mackenzie, Adrian:Lancaster Institute for the Contemporary Arts and Institute for Cultural Research, Lancaster University;  Lindsay, Adam:Lancaster Institute for the Contemporary Arts and Institute for Cultural Research, Lancaster University;  Nock, Harriet:Phonetics Laboratory, University of Oxford;  Coleman, John:Phonetics Laboratory, University of Oxford;  Kochanski, Greg:Phonetics Laboratory, University of Oxford",https://doi.org/10.1093/llc/fqm021,LLC
1597,1597,llc-1597,Document dissimilarity within and across languages: A benchmarking study,2013,Richard S. Forsyth; Serge Sharoff,"Forsyth, Richard S.:University of Leeds, UK;  Sharoff, Serge:University of Leeds, UK",https://doi.org/10.1093/llc/fqt002,LLC
1598,1598,llc-1598,TAPT and Contextmapping: Understanding how we understand experience,2012,Clare J. Hooper; Iris Soute,"Hooper, Clare J.:Eindhoven University of Technology, The Netherlands;  Soute, Iris:Eindhoven University of Technology, The Netherlands",https://doi.org/10.1093/llc/fqs019,LLC
1599,1599,llc-1599,Bigrams of Syntactic Labels for Authorship Discrimination of Short Texts,2007,Graeme Hirst; Ol’ga Feiguina,"Hirst, Graeme:Department of Computer Science, University of Toronto, Toronto, Ontario, Canada;  Feiguina, Ol’ga:Department of Computer Science, University of Toronto, Toronto, Ontario, Canada",https://doi.org/10.1093/llc/fqm023,LLC
1600,1600,llc-1600,"What text really is not, and why editors have to learn to swim",2009,Peter Robinson,"Robinson, Peter:Institute for Textual Scholarship and Electronic Editing, University of Birmingham, UK",https://doi.org/10.1093/llc/fqn030,LLC
1601,1601,llc-1601,The dank cellar of electronic texts,2008,Peter Shillingsburg,"Shillingsburg, Peter:Department of English, Loyola University Chicago, USA",https://doi.org/10.1093/llc/fqn031,LLC
1602,1602,llc-1602,Editing Environments: The Architecture of Electronic Texts,2008,Neil Fraistat; Steven E. Jones,"Fraistat, Neil:Maryland Institute for Technology in the Humanities (MITH), University of Maryland;  Jones, Steven E.:Department of English, Loyola University",https://doi.org/10.1093/llc/fqn032,LLC
1603,1603,llc-1603,"Material text, immaterial text, and the electronic environment",2009,Kathryn Sutherland,"Sutherland, Kathryn:St Anne's College, University of Oxford, UK",https://doi.org/10.1093/llc/fqn033,LLC
1604,1604,llc-1604,How to teach your edition how to swim,2009,C. M. Sperberg-McQueen,"Sperberg-McQueen, C. M.:World Wide Web Consortium/MIT Computer Science and Artificial Intelligence Laboratory, USA",https://doi.org/10.1093/llc/fqn034,LLC
1605,1605,llc-1605,"Describing, transcribing, encoding, and editing modern correspondence material: a textbase approach",2009,Edward Vanhoutte; Ron Van den Branden,"Vanhoutte, Edward:Centre for Scholarly Editing and Document Studies, Royal Academy of Dutch Language and Literature, Belgium;  den Branden, Ron Van:Centre for Scholarly Editing and Document Studies, Royal Academy of Dutch Language and Literature, Belgium",https://doi.org/10.1093/llc/fqn035,LLC
1606,1606,llc-1606,Data and Wisdom: Electronic Editing and the Quantification of Knowledge,2008,Julia Flanders,"Flanders, Julia:Brown University, USA",https://doi.org/10.1093/llc/fqn036,LLC
1607,1607,llc-1607,Introduction,2009,Julia Flanders; Fred Unwalla; Peter Shillingsburg,"Flanders, Julia:None;  Unwalla, Fred:None;  Shillingsburg, Peter:None",https://doi.org/10.1093/llc/fqn037,LLC
1608,1608,llc-1608,Access,2009,John Lavagnino,"Lavagnino, John:King's College London, UK",https://doi.org/10.1093/llc/fqn038,LLC
1609,1609,llc-1609,Back to the future: what digital editors can learn from print editorial practice,2009,Daniel Paul O’Donnell,"O’Donnell, Daniel Paul:Department of English, University of Lethbridge, Canada",https://doi.org/10.1093/llc/fqn039,LLC
1610,1610,llc-1610,Testing Authorship in the Personal Writings of Joseph Smith Using NSC Classification,2012,Matthew L. Jockers,"Jockers, Matthew L.:University of Nebraska-Lincoln",https://doi.org/10.1093/llc/fqs041,LLC
1611,1611,llc-1611,Reading Machines. Toward an Algorithmic Criticism. Stephen Ramsay.,2012,Susan Brown,"Brown, Susan:School of English and Theatre Studies, University of Guelph, Canada, and Department of English and Film Studies, University of Alberta, Canada.",https://doi.org/10.1093/llc/fqs042,LLC
1612,1612,llc-1612,"Evaluating and Measuring the Value, Use and Impact of Digital Collections. Lorna M. Hughes (ed.).",2012,Gretchen Gueguen,"Gueguen, Gretchen:Albert and Shirley Small Special Collections Library, University of Virginia, USA",https://doi.org/10.1093/llc/fqs043,LLC
1613,1613,llc-1613,Mass digitization and the garbage dump: The conflicting needs of quantitative and qualitative methods,2012,Paul Gooding,"Gooding, Paul:University College London, UK",https://doi.org/10.1093/llc/fqs054,LLC
1614,1614,llc-1614,Quantitative Methods in Corpus-Based Translation Studies,2013,Sara Laviosa,"Laviosa, Sara:Letterature, Lingue e Culture, University of Bari, Italy",https://doi.org/10.1093/llc/fqt003,LLC
1615,1615,llc-1615,Noise Channels. Glitch and Error in Digital Culture. Peter Krapp.,2013,Iman Shayan Moradi,"Moradi, Iman Shayan:Running in the Halls Ltd, UK",https://doi.org/10.1093/llc/fqt004,LLC
1616,1616,llc-1616,Facilitating Access to the Web of Data. A Guide for Librarians. David Stuart.,2013,Timo Borst,"Borst, Timo:German National Library for Economics (ZBW)",https://doi.org/10.1093/llc/fqt005,LLC
1617,1617,llc-1617,The Navajo Language Literature Project: A Case Study in Client-side Design Patterns Using Asynchronous Requests,2007,Kip Canfield,"Canfield, Kip:Department of Information Systems ITE 425, University of Maryland, UMBC, 1000 Hilltop Circle, Baltimore MD 21250, USA",https://doi.org/10.1093/llc/fqm024,LLC
1618,1618,llc-1618,The computer-assisted analysis of a medieval commonplace book and diary (MS Zibaldone Quaresimale by Giovanni Rucellai),2013,Gábor Mihály Tóth,"Tóth, Gábor Mihály:University of Oxford, UK",https://doi.org/10.1093/llc/fqs055,LLC
1619,1619,llc-1619,Including the power of interpretation through a simulation of Peirce’s process of inquiry,2012,Pieter Pauwels; Rens Bod,"Pauwels, Pieter:Institute for Logic, Language and Computation, University of Amsterdam, Amsterdam, The Netherlands;  Bod, Rens:Institute for Logic, Language and Computation, University of Amsterdam, Amsterdam, The Netherlands",https://doi.org/10.1093/llc/fqs056,LLC
1620,1620,llc-1620,What Is Media Archaeology? Jussi Parikka.,2012,Rachael Scarborough King,"King, Rachael Scarborough:New York University, USA",https://doi.org/10.1093/llc/fqs061,LLC
1621,1621,llc-1621,The interface between rhetoric and layout in multimodal artefacts,2012,Tuomo Hiippala,"Hiippala, Tuomo:University of Helsinki, Finland",https://doi.org/10.1093/llc/fqs064,LLC
1622,1622,llc-1622,The Secret Life of Pronouns. What Our Words Say About Us,2013,John Nerbonne,"Nerbonne, John:University of Groningenm",https://doi.org/10.1093/llc/fqt006,LLC
1623,1623,llc-1623,Using latent semantic analysis to grade brief summaries: A study exploring texts at different academic levels,2012,Ricardo Olmos; José A. León; Guillermo Jorge-Botana; Inmaculada Escudero,"Olmos, Ricardo:Universidad Autónoma de Madrid, Spain;  León, José A.:Universidad Autónoma de Madrid, Spain;  Jorge-Botana, Guillermo:Universidad Nacional de Educación a Distancia, Spain;  Escudero, Inmaculada:Universidad Nacional de Educación a Distancia, Spain",https://doi.org/10.1093/llc/fqs065,LLC
1624,1624,llc-1624,FarsiSpell: A spell-checking system for Persian using a large monolingual corpus,2013,Tayebeh Mosavi Miangah,"Mosavi Miangah, Tayebeh:Payame Noor University, Islamic Republic of Iran",https://doi.org/10.1093/llc/fqt008,LLC
1625,1625,llc-1625,Analyzing the BBC Voices data: Contemporary English dialect areas and their characteristic lexical variants,2013,Martijn Wieling; Clive Upton; Ann Thompson,"Wieling, Martijn:Department of Quantitative Linguistics, University of Tübingen, Tübingen, Germany;  Upton, Clive:School of English, University of Leeds, Leeds, UK;  Thompson, Ann:School of English, University of Leeds, Leeds, UK",https://doi.org/10.1093/llc/fqt009,LLC
1626,1626,llc-1626,"Corpus Linguistics: Method, Theory and Practice. Tony McEnery and Andrew Hardie.",2013,Paul Thompson,"Thompson, Paul:Centre for Corpus Research, University of Birmingham, UK",https://doi.org/10.1093/llc/fqt010,LLC
1627,1627,llc-1627,Transparent aggregation of variables with Individual Differences Scaling,2013,Tom Ruette; Dirk Speelman,"Ruette, Tom:Institut für deutsche Sprache und Linguistik, Humboldt Universität zu Berlin, Berlin, Germany;  Speelman, Dirk:Quantitative Lexicology and Variational Linguistics, K.U.Leuven, Leuven, Belgium",https://doi.org/10.1093/llc/fqt011,LLC
1628,1628,llc-1628,Psychological profiling through textual analysis,2013,John Noecker; Michael Ryan; Patrick Juola,"Noecker, John:Duquesne University;  Ryan, Michael:Duquesne University;  Juola, Patrick:Duquesne University",https://doi.org/10.1093/llc/fqs070,LLC
1629,1629,llc-1629,Under the Workbench: An analysis of the use and preservation of MONK text mining research software,2013,Harriett E. Green,"Green, Harriett E.:University of Illinois at Urbana-Champaign, USA",https://doi.org/10.1093/llc/fqt014,LLC
1630,1630,llc-1630,Music and shape,2013,Mats B. Küssner,"Küssner, Mats B.:King’s College London, UK",https://doi.org/10.1093/llc/fqs071,LLC
1631,1631,llc-1631,Textual fingerprints of risk of war,2013,Robert L. Hogenraad; Rauf R. Garagozov,"Hogenraad, Robert L.:Université catholique de Louvain, Louvain-la-Neuve, Belgium;  Garagozov, Rauf R.:Center for Strategic Studies, Baku, Azerbaijan",https://doi.org/10.1093/llc/fqt015,LLC
1632,1632,llc-1632,"Hey, this is your journal",2014,Edward Vanhoutte,"Vanhoutte, Edward:Editor-in-Chief, LLC. The Journal of Digital Scholarship in the Humanities",https://doi.org/10.1093/llc/fqu003,LLC
1633,1633,llc-1633,La macchina nel tempo. Studi di informatica umanistica in onore di Tito Orlandi. Lorenzo Perilli and Domenico Fiormonte (eds.).,2013,Elena Pierazzo,"Pierazzo, Elena:Department of Digital Humanities, King’s College London, UK",https://doi.org/10.1093/llc/fqs072,LLC
1634,1634,llc-1634,Astronomy ‘Playne and Simple’: The Writing of Science between 1700 and 1900. Isabel Moskowich and Begoña Crespo (eds).,2013,Jukka Tyrkkö,"Tyrkkö, Jukka:Department of Modern Languages, University of Helsinki, Finland",https://doi.org/10.1093/llc/fqs075,LLC
1635,1635,llc-1635,Introduction to the Special Section ‘InterFace 2011’,2013,Alberto Campagnolo; Andreia Martins Carvalho; Alejandro Giacometti; Richard Lewis; Matteo Romanello; Claire Ross; Raffaele Viglianti,"Campagnolo, Alberto:Ligatus Research Centre, University of the Arts, London;  Carvalho, Andreia Martins:Digital Humanities, King’s College London;  Giacometti, Alejandro:Department of Medical Physics, University College London;  Lewis, Richard:Computing Department, Goldsmiths' College, University of London;  Romanello, Matteo:Department of Digital Humanities, King’s College London;  Ross, Claire:Department of Information Studies, University College London;  Viglianti, Raffaele:Department of Digital Humanities, King’s College London",https://doi.org/10.1093/llc/fqt052,LLC
1636,1636,llc-1636,Multivariate Analysis of Finnish Dialect Data—An Overview of Lexical Variation,2007,Saara Hyvönen; Antti Leino; Marko Salmenkivi,"Hyvönen, Saara:Department of Computer Science, Helsinki Institute for Information Technology, University of Helsinki, P.O. Box 68, FI–00014, Finland;  Leino, Antti:Department of Computer Science, University of Helsinki, Research Institute for the Languages of Finland;  Salmenkivi, Marko:Research Institute for the Languages of Finland",https://doi.org/10.1093/llc/fqm009,LLC
1637,1637,llc-1637,Discovery of Language Resources on the Web: Information Extraction from Heterogeneous Documents,2007,Viktor Pekar; Richard Evans,"Pekar, Viktor:School of Humanities, Languages, and Social Sciences, University of Wolverhampton, Stafford Street, Wolverhampton, WV1 1SB, UK;  Evans, Richard:School of Humanities, Languages, and Social Sciences, University of Wolverhampton, Stafford Street, Wolverhampton, WV1 1SB, UK",https://doi.org/10.1093/llc/fqm010,LLC
1638,1638,llc-1638,A Statistical Analysis of Editorial Influence and Author–Character Similarities in 1990s New Yorker Fiction,2007,Katherine L. Milkman; René Carmona; William Gleason,"Milkman, Katherine L.:Harvard University, Boston, MA 02138, USA;  Carmona, René:Princeton University, Princeton, NJ 08544, USA;  Gleason, William:Princeton University, Princeton, NJ 08544, USA",https://doi.org/10.1093/llc/fqm011,LLC
1639,1639,llc-1639,Delta for Middle Dutch—Author and Copyist Distinction in Walewein,2007,Karina van Dalen-Oskam; Joris van Zundert,"van Dalen-Oskam, Karina:Huygens Instituut, The Hague, The Netherlands;  van Zundert, Joris:Huygens Instituut, The Hague, The Netherlands",https://doi.org/10.1093/llc/fqm012,LLC
1640,1640,llc-1640,"Aesthetic Computing.Fishwick, Paul A. (ed).",2007,Stan Ruecker,"Ruecker, Stan:Humanities Computing Programme and Department of English and Film Studies, University of Alberta, Canada",https://doi.org/10.1093/llc/fqm013,LLC
1641,1641,llc-1641,"Georeferencing: The Geographic Associations of Information.Hill, Linda L.",2007,Stuart E. Dunn,"Dunn, Stuart E.:Arts and Humanities e-Science Support Centre, King's College London, UK",https://doi.org/10.1093/llc/fqm014,LLC
1642,1642,llc-1642,Challenge and Change in the Information Society.Susan Hornby and Zoë Clarke (eds).,2007,Melissa M. Terras,"Terras, Melissa M.:School of Library, Archive and Information Studies, University College London, UK",https://doi.org/10.1093/llc/fqm015,LLC
1643,1643,llc-1643,An Approach to Videogame Criticism.Ian Bogost.,2007,Stephen Ramsay,"Ramsay, Stephen:Department of English, University of Nebraska at Lincoln, USA",https://doi.org/10.1093/llc/fqm016,LLC
1644,1644,llc-1644,Metamorphosis: Remediation in Early English Books Online (EEBO),2007,Diana Kichuk,"Kichuk, Diana:University of Saskatchewan Library, University of Saskatchewan, Canada",https://doi.org/10.1093/llc/fqm018,LLC
1645,1645,llc-1645,Quantitative Authorship Attribution: An Evaluation of Techniques,2007,Jack Grieve,"Grieve, Jack:English Department Northern Arizona University",https://doi.org/10.1093/llc/fqm020,LLC
1646,1646,llc-1646,Language Change Quantification Using Time-separated Parallel Translations,2007,Kemal Altintas; Fazli Can; Jon M. Patton,"Altintas, Kemal:Computer Science Department, University of California, Irvine, Irvine, CA 92612, USA;  Can, Fazli:Computer Science and Systems Analysis Department, Miami University, Oxford, OH 45056, USA;  Patton, Jon M.:Information Technology Services, Miami University, Oxford, OH 45056, USA",https://doi.org/10.1093/llc/fqm026,LLC
1647,1647,llc-1647,REED in Review: Essays in Celebration of the First Twenty-Five YearsAudrey Douglas and Sally-Beth MacLean (eds).,2007,Matthew Steggle,"Steggle, Matthew:Sheffield Hallam University, UK",https://doi.org/10.1093/llc/fqm027,LLC
1648,1648,llc-1648,Goldsmith and the Busy Body,2007,Peter Dixon; David Mannion,"Dixon, Peter:Formerly of Queen Mary, University of London, UK;  Mannion, David:Formerly of Royal Holloway, University of London, UK",https://doi.org/10.1093/llc/fqm028,LLC
1649,1649,llc-1649,"Corpus Stylistics: Speech, Writing, and Thought Presentation in a Corpus of English Writing. Routledge Advances in Corpus Linguistics.Elena Semino and Mick Short.",2007,Donald E. Hardy,"Hardy, Donald E.:University of Nevada, Reno, USA E-mail:  donhardy@unr.edu",https://doi.org/10.1093/llc/fqm030,LLC
1650,1650,llc-1650,"Digital Art and Technical Convergence: A Review of Silicon Remembers Carbon, an Exhibition",2007,Marilyn Deegan,"Deegan, Marilyn:Centre for Computing in the Humanities, King's College London, UK",https://doi.org/10.1093/llc/fqm022,LLC
1651,1651,llc-1651,The Computational Modern Greek Morphological Lexicon—An Efficient and Comprehensive System for Morphological Analysis and Synthesis,2005,S. D. Baldzis; S. A. Kolalas; E. Eumeridou,"Baldzis, S. D.:University of Ioannina, Greece;  Kolalas, S. A.:University of Ioannina, Greece;  Eumeridou, E.:University of Ioannina, Greece",https://doi.org/10.1093/llc/fqh032,LLC
1652,1652,llc-1652,The Identification of Exemplar Change in the Wife of Bath's Prologue Using the Maximum Chi-Squared Method,2005,Heather F. Windram; Christopher J. Howe; Matthew Spencer,"Windram, Heather F.:Department of Biochemistry, University of Cambridge, UK Department of Mathematics and Statistics, Dalhousie University, Nova Scotia, Canada;  Howe, Christopher J.:Department of Biochemistry, University of Cambridge, UK Department of Mathematics and Statistics, Dalhousie University, Nova Scotia, Canada;  Spencer, Matthew:Department of Biochemistry, University of Cambridge, UK Department of Mathematics and Statistics, Dalhousie University, Nova Scotia, Canada",https://doi.org/10.1093/llc/fqi001,LLC
